age_at_trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
22,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,4.99,5.99,6.99,7.99,8.98,9.98,10.97,11.97,12.96,13.96,14.95,15.94,16.93,17.92,18.91,19.89,20.88,21.86,22.85,23.83,24.81,25.78,26.76,27.73,28.7,29.67,30.64,31.6,32.57,33.53,34.48,35.43,36.38,37.33,38.27,39.21,40.14,41.07,41.99,42.91,43.82,44.72,45.62,46.51,47.39,48.26,49.12,49.97,50.81,51.63,52.44,53.24,54.02,54.79,55.53,56.26,56.96,57.65,58.3,58.93,59.53,60.09,60.62,61.12,61.58,62.01,62.39,62.73,63.03,63.29,63.5,63.68,63.83,63.93,64.02,64.07,64.11,64.14,64.16,64.16,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17
23,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,4.99,5.99,6.99,7.99,8.98,9.98,10.97,11.97,12.96,13.95,14.94,15.93,16.92,17.91,18.9,19.89,20.87,21.85,22.83,23.81,24.79,25.77,26.74,27.71,28.68,29.65,30.61,31.57,32.53,33.49,34.44,35.39,36.34,37.28,38.21,39.15,40.07,41.0,41.91,42.82,43.72,44.62,45.51,46.38,47.25,48.11,48.96,49.8,50.62,51.43,52.23,53.01,53.77,54.52,55.24,55.94,56.62,57.27,57.89,58.49,59.05,59.58,60.07,60.53,60.95,61.33,61.66,61.96,62.21,62.43,62.6,62.74,62.85,62.93,62.99,63.02,63.05,63.06,63.07,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08
24,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,4.99,5.99,6.99,7.99,8.98,9.98,10.97,11.96,12.96,13.95,14.94,15.93,16.92,17.91,18.89,19.88,20.86,21.84,22.82,23.8,24.77,25.75,26.72,27.69,28.65,29.62,30.58,31.54,32.49,33.45,34.4,35.34,36.28,37.22,38.15,39.08,40.0,40.91,41.82,42.72,43.62,44.5,45.38,46.25,47.11,47.96,48.79,49.61,50.42,51.22,52.0,52.76,53.5,54.22,54.92,55.59,56.24,56.86,57.45,58.01,58.53,59.02,59.48,59.89,60.27,60.6,60.89,61.14,61.35,61.52,61.66,61.76,61.84,61.9,61.93,61.96,61.97,61.98,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99
25,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,4.99,5.99,6.99,7.98,8.98,9.97,10.97,11.96,12.95,13.95,14.94,15.92,16.91,17.9,18.88,19.87,20.85,21.83,22.8,23.78,24.75,25.72,26.69,27.66,28.62,29.59,30.54,31.5,32.45,33.4,34.35,35.29,36.22,37.16,38.08,39.0,39.92,40.83,41.73,42.62,43.5,44.38,45.25,46.11,46.95,47.79,48.61,49.41,50.21,50.98,51.74,52.48,53.2,53.89,54.56,55.21,55.83,56.41,56.97,57.49,57.98,58.42,58.83,59.2,59.53,59.82,60.07,60.27,60.44,60.58,60.68,60.76,60.81,60.85,60.87,60.88,60.89,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9
26,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,4.99,5.99,6.99,7.98,8.98,9.97,10.97,11.96,12.95,13.94,14.93,15.92,16.9,17.89,18.87,19.85,20.83,21.81,22.79,23.76,24.73,25.7,26.67,27.63,28.59,29.55,30.51,31.46,32.41,33.35,34.29,35.23,36.16,37.09,38.01,38.92,39.83,40.73,41.62,42.5,43.38,44.25,45.1,45.95,46.78,47.6,48.4,49.19,49.97,50.72,51.46,52.18,52.87,53.54,54.18,54.79,55.38,55.93,56.45,56.93,57.37,57.78,58.14,58.47,58.75,58.99,59.2,59.36,59.49,59.59,59.67,59.72,59.76,59.78,59.79,59.8,59.81,59.81,59.81,59.81,59.81,59.81,59.81,59.81,59.81,59.81,59.81,59.81,59.81,59.81,59.81,59.81,59.81,59.81,59.81
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,4.99,5.99,6.99,7.98,8.98,9.97,10.96,11.96,12.95,13.94,14.92,15.91,16.89,17.88,18.86,19.84,20.82,21.79,22.77,23.74,24.71,25.67,26.64,27.6,28.56,29.51,30.47,31.42,32.36,33.3,34.24,35.17,36.09,37.01,37.92,38.83,39.73,40.62,41.51,42.38,43.24,44.1,44.94,45.77,46.59,47.4,48.18,48.96,49.71,50.44,51.16,51.85,52.51,53.15,53.76,54.34,54.89,55.4,55.88,56.32,56.72,57.08,57.4,57.68,57.92,58.12,58.28,58.41,58.51,58.58,58.64,58.67,58.69,58.7,58.71,58.72,58.72,58.72,58.72,58.72,58.72,58.72,58.72,58.72,58.72,58.72,58.72,58.72,58.72,58.72,58.72,58.72,58.72,58.72
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,4.99,5.99,6.99,7.98,8.97,9.97,10.96,11.95,12.94,13.93,14.92,15.9,16.89,17.87,18.85,19.83,20.8,21.78,22.75,23.72,24.68,25.65,26.61,27.57,28.52,29.48,30.42,31.37,32.31,33.24,34.17,35.1,36.02,36.93,37.84,38.73,39.63,40.51,41.38,42.25,43.1,43.94,44.77,45.59,46.39,47.17,47.94,48.7,49.43,50.14,50.83,51.49,52.12,52.73,53.31,53.85,54.36,54.83,55.27,55.67,56.03,56.34,56.62,56.85,57.05,57.21,57.33,57.43,57.5,57.55,57.58,57.61,57.62,57.63,57.63,57.63,57.63,57.63,57.63,57.63,57.63,57.63,57.63,57.63,57.63,57.63,57.63,57.63,57.63,57.63,57.63,57.63,57.63
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,4.99,5.99,6.98,7.98,8.97,9.96,10.96,11.95,12.94,13.92,14.91,15.89,16.87,17.85,18.83,19.81,20.78,21.76,22.72,23.69,24.66,25.62,26.58,27.53,28.48,29.43,30.38,31.32,32.25,33.18,34.11,35.02,35.94,36.84,37.74,38.63,39.51,40.38,41.25,42.1,42.94,43.77,44.58,45.38,46.17,46.93,47.68,48.41,49.12,49.81,50.47,51.1,51.7,52.27,52.81,53.32,53.79,54.22,54.62,54.97,55.28,55.55,55.78,55.98,56.13,56.26,56.35,56.42,56.47,56.5,56.52,56.53,56.54,56.54,56.55,56.55,56.55,56.55,56.55,56.55,56.55,56.55,56.55,56.55,56.55,56.55,56.55,56.55,56.55,56.55,56.55,56.55
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.99,4.99,5.99,6.98,7.98,8.97,9.96,10.95,11.94,12.93,13.92,14.9,15.88,16.86,17.84,18.82,19.79,20.76,21.73,22.7,23.67,24.63,25.59,26.54,27.49,28.44,29.39,30.33,31.26,32.19,33.11,34.03,34.94,35.85,36.75,37.64,38.52,39.39,40.25,41.1,41.94,42.77,43.58,44.38,45.16,45.93,46.67,47.4,48.11,48.79,49.45,50.07,50.68,51.24,51.78,52.28,52.75,53.18,53.57,53.91,54.22,54.49,54.72,54.91,55.06,55.18,55.27,55.34,55.39,55.42,55.44,55.45,55.46,55.46,55.46,55.46,55.46,55.46,55.46,55.46,55.46,55.46,55.46,55.46,55.46,55.46,55.46,55.46,55.46,55.46,55.46,55.46
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.99,4.99,5.99,6.98,7.97,8.97,9.96,10.95,11.94,12.92,13.91,14.89,15.87,16.85,17.83,18.8,19.77,20.74,21.71,22.68,23.64,24.6,25.55,26.51,27.45,28.4,29.34,30.27,31.2,32.13,33.04,33.95,34.86,35.75,36.64,37.52,38.39,39.25,40.1,40.94,41.77,42.58,43.38,44.16,44.92,45.67,46.39,47.09,47.77,48.43,49.05,49.65,50.22,50.75,51.25,51.71,52.13,52.52,52.86,53.17,53.43,53.65,53.84,53.99,54.11,54.2,54.26,54.31,54.34,54.36,54.37,54.38,54.38,54.38,54.38,54.38,54.38,54.38,54.38,54.38,54.38,54.38,54.38,54.38,54.38,54.38,54.38,54.38,54.38,54.38,54.38
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.99,4.99,5.99,6.98,7.97,8.96,9.95,10.94,11.93,12.92,13.9,14.88,15.86,16.84,17.81,18.79,19.76,20.72,21.69,22.65,23.61,24.56,25.52,26.47,27.41,28.35,29.28,30.21,31.14,32.05,32.97,33.87,34.76,35.65,36.53,37.4,38.26,39.11,39.95,40.77,41.58,42.38,43.16,43.92,44.66,45.38,46.08,46.76,47.41,48.03,48.63,49.19,49.72,50.21,50.67,51.09,51.47,51.81,52.11,52.37,52.59,52.77,52.92,53.04,53.13,53.19,53.23,53.26,53.28,53.29,53.3,53.3,53.31,53.31,53.31,53.31,53.31,53.31,53.31,53.31,53.31,53.31,53.31,53.31,53.31,53.31,53.31,53.31,53.31,53.31
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.99,4.99,5.98,6.98,7.97,8.96,9.95,10.94,11.92,12.91,13.89,14.87,15.85,16.82,17.8,18.77,19.73,20.7,21.66,22.62,23.58,24.53,25.48,26.42,27.36,28.3,29.23,30.15,31.07,31.98,32.88,33.78,34.66,35.54,36.41,37.27,38.12,38.95,39.78,40.59,41.38,42.16,42.92,43.66,44.38,45.07,45.75,46.4,47.02,47.61,48.17,48.69,49.18,49.63,50.05,50.43,50.76,51.06,51.32,51.53,51.71,51.86,51.97,52.06,52.12,52.16,52.19,52.21,52.22,52.23,52.23,52.23,52.23,52.23,52.23,52.23,52.23,52.23,52.23,52.23,52.23,52.23,52.23,52.23,52.23,52.23,52.23,52.23,52.23
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.99,4.99,5.98,6.98,7.97,8.96,9.95,10.93,11.92,12.9,13.88,14.86,15.83,16.81,17.78,18.75,19.71,20.68,21.64,22.59,23.54,24.49,25.44,26.38,27.31,28.24,29.16,30.08,30.99,31.89,32.79,33.68,34.55,35.42,36.28,37.13,37.96,38.78,39.59,40.38,41.16,41.92,42.65,43.37,44.07,44.74,45.38,46.0,46.59,47.14,47.67,48.15,48.6,49.01,49.39,49.72,50.01,50.26,50.48,50.65,50.79,50.9,50.99,51.05,51.09,51.12,51.14,51.15,51.15,51.16,51.16,51.16,51.16,51.16,51.16,51.16,51.16,51.16,51.16,51.16,51.16,51.16,51.16,51.16,51.16,51.16,51.16,51.16
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.99,4.99,5.98,6.97,7.96,8.95,9.94,10.93,11.91,12.89,13.87,14.85,15.82,16.79,17.76,18.73,19.69,20.65,21.61,22.56,23.51,24.45,25.39,26.33,27.26,28.18,29.1,30.01,30.91,31.8,32.69,33.57,34.44,35.29,36.14,36.97,37.79,38.6,39.39,40.16,40.92,41.66,42.37,43.06,43.73,44.37,44.99,45.57,46.13,46.64,47.13,47.57,47.98,48.35,48.68,48.96,49.21,49.42,49.6,49.73,49.84,49.92,49.98,50.02,50.05,50.07,50.08,50.08,50.09,50.09,50.09,50.09,50.09,50.09,50.09,50.09,50.09,50.09,50.09,50.09,50.09,50.09,50.09,50.09,50.09,50.09,50.09
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.99,4.99,5.98,6.97,7.96,8.95,9.93,10.92,11.9,12.88,13.86,14.83,15.8,16.77,17.74,18.71,19.67,20.62,21.58,22.53,23.47,24.41,25.35,26.27,27.2,28.11,29.02,29.93,30.82,31.71,32.58,33.45,34.31,35.15,35.98,36.8,37.61,38.4,39.17,39.92,40.66,41.37,42.06,42.73,43.37,43.98,44.56,45.11,45.62,46.1,46.54,46.95,47.31,47.64,47.92,48.17,48.37,48.54,48.68,48.78,48.86,48.92,48.96,48.99,49.0,49.01,49.02,49.02,49.02,49.02,49.02,49.02,49.02,49.02,49.02,49.02,49.02,49.02,49.02,49.02,49.02,49.02,49.02,49.02,49.02,49.02
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.99,3.99,4.98,5.98,6.97,7.96,8.94,9.93,10.91,11.89,12.87,13.85,14.82,15.79,16.76,17.72,18.68,19.64,20.59,21.54,22.49,23.43,24.36,25.29,26.22,27.13,28.04,28.95,29.84,30.73,31.6,32.47,33.32,34.17,35.0,35.82,36.62,37.41,38.18,38.93,39.66,40.38,41.06,41.73,42.36,42.97,43.55,44.1,44.61,45.08,45.52,45.92,46.28,46.6,46.88,47.12,47.32,47.49,47.62,47.73,47.81,47.86,47.9,47.93,47.94,47.95,47.96,47.96,47.96,47.96,47.96,47.96,47.96,47.96,47.96,47.96,47.96,47.96,47.96,47.96,47.96,47.96,47.96,47.96,47.96,47.96
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.99,3.99,4.98,5.97,6.96,7.95,8.94,9.92,10.9,11.88,12.86,13.83,14.8,15.77,16.74,17.7,18.66,19.61,20.56,21.51,22.45,23.38,24.31,25.24,26.16,27.06,27.97,28.86,29.75,30.62,31.49,32.34,33.19,34.02,34.84,35.64,36.42,37.19,37.94,38.67,39.38,40.07,40.73,41.36,41.97,42.54,43.09,43.59,44.06,44.5,44.89,45.25,45.57,45.84,46.08,46.28,46.44,46.57,46.68,46.75,46.81,46.84,46.87,46.88,46.89,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.99,3.99,4.98,5.97,6.96,7.95,8.93,9.92,10.9,11.87,12.85,13.82,14.79,15.76,16.72,17.68,18.63,19.58,20.53,21.47,22.41,23.34,24.26,25.18,26.09,26.99,27.88,28.77,29.65,30.51,31.37,32.21,33.04,33.85,34.66,35.44,36.21,36.96,37.69,38.39,39.08,39.74,40.37,40.97,41.54,42.08,42.58,43.05,43.48,43.87,44.23,44.54,44.81,45.04,45.24,45.4,45.53,45.63,45.7,45.76,45.79,45.82,45.83,45.84,45.84,45.85,45.85,45.85,45.85,45.85,45.85,45.85,45.85,45.85,45.85,45.85,45.85,45.85,45.85,45.85,45.85,45.85,45.85,45.85
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.99,3.99,4.98,5.97,6.96,7.94,8.93,9.91,10.89,11.86,12.84,13.81,14.77,15.74,16.7,17.65,18.61,19.55,20.49,21.43,22.36,23.29,24.2,25.11,26.02,26.91,27.8,28.67,29.54,30.39,31.23,32.06,32.88,33.68,34.46,35.23,35.98,36.7,37.41,38.09,38.75,39.37,39.97,40.54,41.08,41.58,42.04,42.47,42.86,43.2,43.51,43.78,44.01,44.21,44.36,44.49,44.58,44.66,44.71,44.74,44.77,44.78,44.79,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.99,3.99,4.98,5.97,6.96,7.94,8.92,9.9,10.88,11.85,12.83,13.79,14.76,15.72,16.68,17.63,18.58,19.52,20.46,21.39,22.31,23.23,24.14,25.04,25.94,26.82,27.7,28.56,29.42,30.26,31.09,31.9,32.7,33.49,34.25,35.0,35.72,36.43,37.1,37.76,38.38,38.98,39.55,40.08,40.58,41.04,41.46,41.84,42.19,42.49,42.76,42.98,43.17,43.33,43.45,43.55,43.62,43.67,43.7,43.72,43.74,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.99,3.99,4.98,5.97,6.95,7.94,8.92,9.9,10.87,11.84,12.81,13.78,14.74,15.7,16.65,17.6,18.55,19.48,20.42,21.34,22.26,23.17,24.07,24.97,25.85,26.73,27.6,28.45,29.29,30.12,30.93,31.73,32.51,33.28,34.02,34.74,35.45,36.12,36.78,37.4,37.99,38.56,39.08,39.58,40.03,40.45,40.83,41.17,41.48,41.74,41.96,42.15,42.3,42.42,42.51,42.58,42.63,42.66,42.68,42.7,42.71,42.71,42.71,42.71,42.71,42.71,42.71,42.71,42.71,42.71,42.71,42.71,42.71,42.71,42.71,42.71,42.71,42.71,42.71,42.71,42.71
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.99,3.98,4.97,5.96,6.95,7.93,8.91,9.89,10.86,11.83,12.8,13.76,14.72,15.68,16.63,17.57,18.51,19.45,20.37,21.29,22.2,23.11,24.0,24.89,25.76,26.63,27.48,28.32,29.15,29.96,30.76,31.54,32.31,33.05,33.77,34.47,35.15,35.8,36.42,37.01,37.57,38.09,38.58,39.04,39.45,39.83,40.17,40.46,40.72,40.94,41.12,41.27,41.39,41.48,41.55,41.59,41.63,41.65,41.66,41.67,41.67,41.68,41.68,41.68,41.68,41.68,41.68,41.68,41.68,41.68,41.68,41.68,41.68,41.68,41.68,41.68,41.68,41.68,41.68,41.68
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.99,3.98,4.97,5.96,6.94,7.93,8.91,9.88,10.85,11.82,12.79,13.75,14.7,15.66,16.6,17.54,18.48,19.4,20.32,21.24,22.14,23.04,23.92,24.8,25.66,26.52,27.36,28.18,29.0,29.79,30.57,31.34,32.08,32.8,33.5,34.17,34.82,35.44,36.03,36.58,37.11,37.59,38.04,38.45,38.83,39.16,39.45,39.71,39.92,40.1,40.25,40.36,40.45,40.52,40.56,40.6,40.62,40.63,40.64,40.64,40.64,40.64,40.64,40.64,40.64,40.65,40.65,40.65,40.65,40.65,40.65,40.65,40.65,40.65,40.65,40.65,40.65,40.65,40.65
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.99,3.98,4.97,5.96,6.94,7.92,8.9,9.87,10.84,11.81,12.77,13.73,14.68,15.63,16.57,17.51,18.43,19.36,20.27,21.17,22.07,22.96,23.83,24.7,25.55,26.39,27.22,28.03,28.83,29.61,30.37,31.11,31.83,32.53,33.2,33.84,34.46,35.05,35.6,36.12,36.6,37.05,37.46,37.83,38.16,38.45,38.7,38.91,39.09,39.23,39.34,39.43,39.49,39.54,39.57,39.59,39.6,39.61,39.61,39.61,39.62,39.62,39.62,39.62,39.62,39.62,39.62,39.62,39.62,39.62,39.62,39.62,39.62,39.62,39.62,39.62,39.62,39.62
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.99,3.98,4.97,5.95,6.94,7.92,8.89,9.86,10.83,11.8,12.76,13.71,14.66,15.6,16.54,17.47,18.39,19.3,20.21,21.11,21.99,22.87,23.74,24.59,25.43,26.26,27.07,27.87,28.65,29.41,30.15,30.87,31.56,32.23,32.87,33.49,34.07,34.62,35.14,35.62,36.06,36.47,36.83,37.16,37.45,37.69,37.9,38.08,38.22,38.33,38.41,38.47,38.52,38.55,38.57,38.58,38.58,38.59,38.59,38.59,38.59,38.59,38.59,38.59,38.59,38.59,38.59,38.59,38.59,38.59,38.59,38.59,38.59,38.59,38.59,38.59,38.59
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.99,3.98,4.97,5.95,6.93,7.91,8.89,9.86,10.82,11.78,12.74,13.69,14.63,15.57,16.5,17.43,18.34,19.25,20.15,21.03,21.91,22.78,23.63,24.47,25.3,26.11,26.91,27.69,28.45,29.19,29.9,30.6,31.26,31.9,32.52,33.1,33.65,34.16,34.64,35.08,35.48,35.84,36.16,36.45,36.69,36.9,37.07,37.2,37.31,37.39,37.45,37.5,37.53,37.54,37.56,37.56,37.57,37.57,37.57,37.57,37.57,37.57,37.57,37.57,37.57,37.57,37.57,37.57,37.57,37.57,37.57,37.57,37.57,37.57,37.57,37.57
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.99,3.98,4.96,5.95,6.93,7.9,8.88,9.85,10.81,11.77,12.72,13.66,14.6,15.54,16.46,17.38,18.29,19.18,20.07,20.95,21.82,22.67,23.52,24.34,25.16,25.95,26.73,27.49,28.23,28.94,29.63,30.3,30.94,31.55,32.13,32.67,33.18,33.66,34.1,34.49,34.85,35.17,35.45,35.69,35.89,36.06,36.2,36.3,36.38,36.44,36.48,36.51,36.53,36.54,36.55,36.55,36.55,36.55,36.55,36.55,36.55,36.55,36.55,36.55,36.55,36.55,36.55,36.55,36.55,36.55,36.55,36.55,36.55,36.55,36.55
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.99,3.98,4.96,5.94,6.92,7.9,8.87,9.83,10.79,11.75,12.7,13.64,14.57,15.5,16.42,17.32,18.23,19.12,19.99,20.86,21.72,22.56,23.39,24.2,25.0,25.77,26.53,27.27,27.98,28.67,29.34,29.98,30.58,31.16,31.7,32.21,32.68,33.12,33.51,33.87,34.18,34.46,34.69,34.89,35.06,35.19,35.29,35.37,35.43,35.47,35.5,35.51,35.53,35.53,35.54,35.54,35.54,35.54,35.54,35.54,35.54,35.54,35.54,35.54,35.54,35.54,35.54,35.54,35.54,35.54,35.54,35.54,35.54,35.54
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.99,3.97,4.96,5.94,6.92,7.89,8.86,9.82,10.78,11.73,12.67,13.61,14.53,15.45,16.36,17.27,18.16,19.04,19.91,20.76,21.61,22.43,23.25,24.04,24.82,25.58,26.31,27.03,27.72,28.38,29.02,29.62,30.2,30.74,31.24,31.71,32.14,32.53,32.88,33.2,33.47,33.7,33.9,34.06,34.19,34.29,34.37,34.42,34.46,34.49,34.51,34.52,34.52,34.52,34.53,34.53,34.53,34.53,34.53,34.53,34.53,34.53,34.53,34.53,34.53,34.53,34.53,34.53,34.53,34.53,34.53,34.53,34.53
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.99,3.97,4.96,5.94,6.91,7.88,8.85,9.8,10.76,11.7,12.64,13.57,14.49,15.41,16.31,17.2,18.08,18.95,19.81,20.65,21.48,22.29,23.09,23.87,24.62,25.36,26.07,26.76,27.42,28.06,28.66,29.24,29.77,30.28,30.74,31.17,31.56,31.9,32.21,32.48,32.71,32.9,33.06,33.19,33.29,33.36,33.42,33.46,33.48,33.5,33.51,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.98,3.97,4.95,5.93,6.9,7.87,8.83,9.79,10.74,11.68,12.61,13.53,14.45,15.35,16.25,17.13,18.0,18.86,19.7,20.53,21.35,22.14,22.92,23.68,24.41,25.12,25.81,26.47,27.1,27.71,28.28,28.81,29.31,29.78,30.2,30.58,30.93,31.23,31.5,31.73,31.92,32.07,32.2,32.29,32.37,32.42,32.46,32.48,32.5,32.51,32.51,32.52,32.52,32.52,32.52,32.52,32.52,32.52,32.52,32.52,32.52,32.52,32.52,32.52,32.52,32.52,32.52,32.52,32.52,32.52,32.52
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.98,3.97,4.95,5.93,6.9,7.86,8.82,9.77,10.71,11.64,12.57,13.49,14.39,15.29,16.18,17.05,17.91,18.75,19.58,20.4,21.19,21.97,22.73,23.46,24.18,24.86,25.52,26.15,26.76,27.32,27.86,28.35,28.81,29.24,29.62,29.96,30.26,30.52,30.75,30.93,31.09,31.21,31.3,31.37,31.43,31.46,31.49,31.5,31.51,31.52,31.52,31.52,31.52,31.52,31.52,31.52,31.52,31.52,31.52,31.52,31.52,31.52,31.52,31.52,31.52,31.52,31.52,31.52,31.52,31.52
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.98,3.97,4.94,5.92,6.89,7.85,8.8,9.74,10.68,11.61,12.53,13.44,14.34,15.22,16.1,16.96,17.81,18.64,19.45,20.25,21.03,21.79,22.52,23.23,23.92,24.58,25.21,25.81,26.37,26.91,27.4,27.86,28.28,28.65,28.99,29.29,29.55,29.77,29.95,30.11,30.22,30.32,30.39,30.44,30.47,30.5,30.51,30.52,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.98,3.96,4.94,5.91,6.87,7.83,8.78,9.72,10.65,11.57,12.48,13.39,14.27,15.15,16.01,16.86,17.7,18.51,19.31,20.09,20.85,21.58,22.29,22.98,23.64,24.27,24.87,25.43,25.96,26.45,26.91,27.32,27.7,28.03,28.33,28.58,28.8,28.98,29.13,29.25,29.34,29.41,29.46,29.49,29.51,29.53,29.54,29.54,29.54,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.98,3.96,4.93,5.9,6.86,7.81,8.76,9.69,10.62,11.53,12.44,13.33,14.21,15.07,15.92,16.76,17.57,18.37,19.15,19.91,20.65,21.36,22.05,22.7,23.33,23.93,24.49,25.02,25.51,25.96,26.38,26.75,27.08,27.37,27.63,27.84,28.02,28.16,28.28,28.37,28.43,28.48,28.52,28.54,28.55,28.56,28.56,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57,28.57
