age_at_trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.97,3.95,4.93,5.89,6.85,7.79,8.73,9.66,10.58,11.49,12.38,13.26,14.13,14.98,15.82,16.64,17.44,18.22,18.98,19.72,20.43,21.12,21.78,22.4,23.0,23.56,24.09,24.58,25.03,25.44,25.81,26.14,26.43,26.68,26.89,27.06,27.21,27.32,27.41,27.47,27.52,27.55,27.57,27.58,27.59,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.97,3.95,4.92,5.88,6.83,7.77,8.71,9.63,10.54,11.44,12.32,13.19,14.05,14.89,15.71,16.52,17.3,18.06,18.8,19.51,20.2,20.85,21.48,22.08,22.64,23.16,23.65,24.1,24.51,24.87,25.2,25.49,25.73,25.94,26.12,26.26,26.37,26.45,26.52,26.56,26.59,26.61,26.63,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.97,3.94,4.91,5.87,6.82,7.75,8.68,9.59,10.5,11.39,12.26,13.12,13.96,14.79,15.59,16.38,17.14,17.88,18.6,19.28,19.94,20.57,21.16,21.72,22.25,22.73,23.18,23.59,23.95,24.28,24.56,24.8,25.01,25.18,25.32,25.43,25.51,25.57,25.62,25.65,25.67,25.68,25.69,25.69,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.97,3.94,4.9,5.86,6.8,7.73,8.65,9.56,10.45,11.33,12.19,13.04,13.87,14.68,15.46,16.23,16.97,17.69,18.38,19.04,19.66,20.26,20.82,21.34,21.83,22.27,22.68,23.04,23.36,23.64,23.88,24.09,24.26,24.39,24.5,24.58,24.64,24.69,24.71,24.73,24.75,24.75,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76,24.76
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.98,2.96,3.93,4.89,5.84,6.78,7.71,8.62,9.52,10.4,11.27,12.12,12.95,13.76,14.56,15.32,16.07,16.79,17.48,18.14,18.77,19.36,19.92,20.45,20.93,21.37,21.78,22.14,22.46,22.74,22.98,23.18,23.34,23.48,23.58,23.66,23.72,23.76,23.79,23.81,23.82,23.83,23.83,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.98,2.96,3.93,4.88,5.83,6.76,7.68,8.58,9.47,10.35,11.2,12.04,12.86,13.65,14.42,15.17,15.89,16.58,17.25,17.88,18.47,19.03,19.56,20.04,20.48,20.89,21.24,21.56,21.84,22.08,22.28,22.44,22.57,22.67,22.75,22.81,22.85,22.88,22.9,22.91,22.92,22.92,22.92,22.92,22.93,22.93,22.93,22.93,22.93,22.93,22.93,22.93,22.93,22.93,22.93,22.93,22.93,22.93,22.93,22.93,22.93,22.93
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.98,2.96,3.92,4.87,5.81,6.74,7.65,8.55,9.43,10.29,11.13,11.95,12.75,13.53,14.28,15.0,15.7,16.36,17.0,17.59,18.16,18.68,19.16,19.6,20.0,20.36,20.68,20.95,21.19,21.39,21.55,21.68,21.78,21.86,21.91,21.95,21.98,22.0,22.01,22.02,22.02,22.02,22.02,22.02,22.02,22.02,22.02,22.02,22.02,22.02,22.02,22.02,22.02,22.02,22.02,22.02,22.02,22.02,22.02,22.02,22.02
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.98,2.95,3.91,4.86,5.79,6.71,7.62,8.5,9.37,10.22,11.05,11.85,12.64,13.39,14.12,14.82,15.49,16.12,16.72,17.28,17.81,18.29,18.73,19.13,19.49,19.8,20.08,20.31,20.51,20.67,20.79,20.89,20.97,21.03,21.07,21.09,21.11,21.12,21.13,21.13,21.13,21.13,21.13,21.13,21.13,21.13,21.13,21.13,21.13,21.13,21.13,21.13,21.13,21.13,21.13,21.13,21.13,21.13,21.13,21.13
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.98,2.95,3.9,4.85,5.78,6.69,7.58,8.46,9.31,10.15,10.96,11.75,12.51,13.24,13.94,14.62,15.25,15.86,16.42,16.95,17.43,17.87,18.27,18.63,18.94,19.21,19.44,19.64,19.8,19.92,20.02,20.1,20.15,20.19,20.21,20.23,20.24,20.25,20.25,20.25,20.25,20.25,20.25,20.25,20.25,20.25,20.25,20.25,20.25,20.25,20.25,20.25,20.25,20.25,20.25,20.25,20.25,20.25,20.25
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.98,2.94,3.9,4.83,5.75,6.66,7.54,8.41,9.25,10.07,10.86,11.63,12.37,13.08,13.75,14.39,15.0,15.57,16.09,16.58,17.02,17.42,17.78,18.09,18.36,18.59,18.78,18.94,19.06,19.16,19.23,19.29,19.33,19.35,19.37,19.38,19.38,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39,19.39
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.97,2.94,3.89,4.82,5.73,6.63,7.5,8.35,9.18,9.98,10.75,11.5,12.21,12.89,13.54,14.15,14.72,15.25,15.74,16.18,16.58,16.94,17.25,17.52,17.75,17.94,18.09,18.22,18.31,18.39,18.44,18.48,18.5,18.52,18.53,18.53,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.97,2.93,3.88,4.8,5.71,6.59,7.45,8.29,9.1,9.88,10.63,11.36,12.04,12.7,13.31,13.88,14.42,14.91,15.35,15.75,16.11,16.42,16.69,16.92,17.11,17.26,17.39,17.48,17.55,17.6,17.64,17.66,17.68,17.69,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.97,2.92,3.86,4.78,5.68,6.55,7.4,8.22,9.01,9.77,10.5,11.2,11.86,12.48,13.06,13.59,14.09,14.54,14.94,15.3,15.61,15.88,16.11,16.29,16.45,16.57,16.66,16.73,16.78,16.82,16.84,16.86,16.87,16.87,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.96,2.92,3.85,4.76,5.65,6.51,7.34,8.14,8.91,9.65,10.36,11.02,11.65,12.24,12.78,13.28,13.73,14.13,14.49,14.8,15.07,15.3,15.49,15.64,15.76,15.86,15.92,15.97,16.01,16.03,16.05,16.06,16.06,16.07,16.07,16.07,16.07,16.07,16.07,16.07,16.07,16.07,16.07,16.07,16.07,16.07,16.07,16.07,16.07,16.07,16.07,16.07,16.07,16.07
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.96,2.91,3.83,4.74,5.61,6.46,7.27,8.06,8.81,9.52,10.19,10.83,11.42,11.97,12.47,12.93,13.34,13.7,14.01,14.28,14.51,14.7,14.85,14.97,15.06,15.13,15.18,15.22,15.24,15.25,15.26,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.96,2.9,3.82,4.71,5.57,6.4,7.2,7.96,8.68,9.37,10.01,10.62,11.17,11.68,12.14,12.55,12.92,13.23,13.51,13.73,13.92,14.07,14.19,14.29,14.35,14.4,14.44,14.46,14.47,14.48,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.95,2.89,3.8,4.68,5.52,6.34,7.11,7.85,8.55,9.2,9.82,10.38,10.9,11.36,11.78,12.15,12.47,12.74,12.97,13.16,13.31,13.43,13.52,13.59,13.64,13.67,13.7,13.71,13.72,13.72,13.73,13.73,13.73,13.73,13.73,13.73,13.73,13.73,13.73,13.73,13.73,13.73,13.73,13.73,13.73,13.73,13.73,13.73,13.73,13.73,13.73
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.95,2.88,3.78,4.64,5.47,6.27,7.02,7.73,8.4,9.02,9.6,10.12,10.6,11.02,11.39,11.72,11.99,12.22,12.41,12.57,12.69,12.78,12.85,12.89,12.93,12.95,12.96,12.97,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.94,2.86,3.75,4.6,5.41,6.19,6.92,7.6,8.23,8.82,9.36,9.84,10.27,10.65,10.98,11.26,11.49,11.68,11.84,11.96,12.05,12.12,12.17,12.2,12.22,12.24,12.24,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1.93,2.85,3.72,4.56,5.35,6.1,6.8,7.45,8.05,8.6,9.09,9.53,9.92,10.25,10.54,10.78,10.97,11.13,11.25,11.34,11.41,11.46,11.49,11.51,11.53,11.53,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1.93,2.83,3.69,4.51,5.28,6.0,6.67,7.29,7.85,8.36,8.81,9.2,9.55,9.84,10.08,10.28,10.43,10.56,10.65,10.72,10.77,10.8,10.82,10.84,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1.92,2.81,3.66,4.46,5.2,5.89,6.53,7.11,7.63,8.1,8.5,8.85,9.15,9.4,9.6,9.76,9.89,9.98,10.05,10.1,10.13,10.15,10.17,10.18,10.18,10.18,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1.91,2.79,3.62,4.39,5.11,5.77,6.37,6.91,7.39,7.81,8.18,8.48,8.74,8.94,9.11,9.24,9.33,9.4,9.45,9.49,9.51,9.52,9.53,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,1.9,2.76,3.58,4.33,5.01,5.64,6.2,6.7,7.14,7.51,7.83,8.09,8.31,8.48,8.61,8.71,8.78,8.83,8.87,8.89,8.9,8.91,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,1.88,2.74,3.53,4.25,4.91,5.49,6.02,6.47,6.86,7.2,7.47,7.69,7.87,8.0,8.11,8.18,8.23,8.27,8.29,8.31,8.32,8.32,8.32,8.32,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,1.87,2.71,3.47,4.16,4.79,5.34,5.82,6.23,6.58,6.86,7.1,7.28,7.42,7.53,7.61,7.66,7.7,7.72,7.74,7.75,7.75,7.75,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,1.86,2.67,3.41,4.07,4.66,5.17,5.6,5.97,6.28,6.52,6.72,6.87,6.98,7.06,7.12,7.15,7.18,7.2,7.2,7.21,7.21,7.21,7.21,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,1.84,2.63,3.34,3.97,4.52,4.98,5.38,5.7,5.97,6.17,6.33,6.45,6.54,6.6,6.64,6.66,6.68,6.69,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,1.82,2.59,3.27,3.86,4.37,4.79,5.14,5.43,5.65,5.82,5.95,6.04,6.1,6.15,6.17,6.19,6.2,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,1.8,2.54,3.19,3.74,4.21,4.59,4.9,5.14,5.33,5.47,5.56,5.63,5.68,5.71,5.73,5.74,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,1.77,2.49,3.11,3.62,4.04,4.38,4.65,4.85,5.01,5.11,5.19,5.24,5.27,5.29,5.31,5.31,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,1.75,2.44,3.02,3.49,3.87,4.17,4.4,4.56,4.69,4.77,4.83,4.86,4.89,4.9,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,1.72,2.38,2.92,3.35,3.69,3.95,4.14,4.28,4.37,4.44,4.48,4.5,4.52,4.52,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,1.69,2.32,2.82,3.21,3.51,3.73,3.89,3.99,4.07,4.11,4.14,4.16,4.17,4.17,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,1.66,2.25,2.71,3.06,3.32,3.51,3.64,3.72,3.78,3.81,3.83,3.84,3.84,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,1.62,2.18,2.6,2.92,3.14,3.29,3.39,3.46,3.5,3.52,3.53,3.54,3.54,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,1.59,2.11,2.49,2.77,2.96,3.08,3.16,3.21,3.24,3.25,3.26,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,1.55,2.04,2.38,2.62,2.78,2.88,2.94,2.98,3.0,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,1.51,1.96,2.27,2.48,2.61,2.69,2.73,2.76,2.77,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,1.47,1.89,2.16,2.34,2.44,2.5,2.54,2.56,2.56,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,1.43,1.81,2.05,2.2,2.28,2.33,2.35,2.36,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,1.38,1.73,1.94,2.06,2.13,2.16,2.18,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,1.34,1.65,1.83,1.93,1.98,2.01,2.02,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,1.29,1.58,1.73,1.81,1.85,1.87,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,1.25,1.5,1.63,1.7,1.73,1.74,1.74,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,1.21,1.43,1.54,1.59,1.61,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,1.16,1.36,1.45,1.49,1.5,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,1.12,1.29,1.36,1.39,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,1.08,1.22,1.28,1.31,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,1.04,1.16,1.21,1.23,1.23,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,1.0,1.1,1.14,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.96,1.05,1.08,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.92,1.0,1.02,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.89,0.95,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
