1.00
1.99
2.98
3.96
4.94
5.91
6.88
7.84
8.80
9.75
10.70
11.65
12.59
13.52
14.45
15.38
16.30
17.22
18.13
19.03
19.94
20.84
21.73
22.62
23.50
24.38
25.26
26.13
27.00
27.86
28.72
29.58
30.43
31.27
32.12
32.95
33.79
34.62
35.44
36.26
37.08
37.89
38.70
39.51
40.31
41.10
41.90
42.69
43.47
44.25
45.03
45.80
46.57
47.34
48.10
48.86
49.61
50.36
51.11
51.85
52.59
53.33
54.06
54.79
55.52
56.24
56.95
57.67
58.38
59.09
59.79
60.49
61.19
61.88
62.57
63.26
63.94
64.62
65.29
65.97
66.64
67.30
67.96
68.62
69.28
69.93
70.58
71.23
71.87
72.51
73.15
73.78
74.41
75.04
75.66
76.29
76.90
77.52
78.13
78.74
