age_at_trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
20,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,7.99,8.99,9.99,10.99,11.99,12.98,13.98,14.98,15.97,16.97,17.96,18.96,19.95,20.94,21.93,22.93,23.92,24.91,25.89,26.88,27.87,28.85,29.84,30.82,31.8,32.78,33.76,34.74,35.71,36.69,37.66,38.63,39.59,40.56,41.52,42.47,43.43,44.38,45.32,46.27,47.2,48.14,49.06,49.98,50.9,51.81,52.71,53.6,54.48,55.35,56.21,57.06,57.9,58.72,59.53,60.31,61.08,61.83,62.55,63.25,63.91,64.55,65.15,65.71,66.24,66.72,67.16,67.55,67.9,68.19,68.44,68.64,68.8,68.92,69.01,69.07,69.12,69.14,69.16,69.17,69.17,69.17,69.17,69.17,69.17,69.17,69.17,69.17,69.17,69.17,69.17,69.17,69.17,69.17,69.17,69.17,69.17,69.17
21,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,7.99,8.99,9.99,10.99,11.98,12.98,13.98,14.97,15.97,16.96,17.96,18.95,19.95,20.94,21.93,22.92,23.91,24.9,25.89,26.87,27.86,28.84,29.83,30.81,31.79,32.77,33.74,34.72,35.69,36.66,37.63,38.6,39.56,40.52,41.48,42.43,43.38,44.32,45.26,46.2,47.13,48.06,48.98,49.89,50.8,51.7,52.59,53.47,54.34,55.2,56.05,56.89,57.71,58.51,59.29,60.06,60.8,61.52,62.22,62.88,63.51,64.11,64.67,65.19,65.67,66.1,66.49,66.83,67.12,67.37,67.56,67.72,67.84,67.93,67.99,68.03,68.06,68.07,68.08,68.08,68.08,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09,68.09
22,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,7.99,8.99,9.99,10.99,11.98,12.98,13.98,14.97,15.97,16.96,17.96,18.95,19.94,20.93,21.92,22.91,23.9,24.89,25.88,26.86,27.85,28.83,29.81,30.79,31.77,32.75,33.72,34.69,35.66,36.63,37.6,38.56,39.52,40.48,41.43,42.38,43.32,44.26,45.2,46.13,47.06,47.98,48.89,49.8,50.69,51.58,52.46,53.33,54.19,55.04,55.87,56.69,57.49,58.27,59.04,59.78,60.49,61.18,61.84,62.47,63.07,63.62,64.14,64.62,65.05,65.43,65.76,66.05,66.29,66.49,66.64,66.76,66.85,66.91,66.94,66.97,66.98,66.99,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
23,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,6.99,7.99,8.99,9.99,10.99,11.98,12.98,13.97,14.97,15.96,16.96,17.95,18.94,19.93,20.93,21.92,22.9,23.89,24.88,25.86,26.85,27.83,28.81,29.79,30.77,31.75,32.72,33.7,34.67,35.63,36.6,37.56,38.52,39.48,40.43,41.38,42.32,43.26,44.2,45.13,46.05,46.97,47.89,48.79,49.69,50.58,51.46,52.32,53.18,54.03,54.86,55.67,56.47,57.25,58.01,58.75,59.47,60.15,60.81,61.44,62.03,62.58,63.09,63.56,63.99,64.37,64.7,64.98,65.22,65.41,65.56,65.68,65.76,65.82,65.86,65.88,65.9,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91
24,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,6.99,7.99,8.99,9.99,10.98,11.98,12.98,13.97,14.97,15.96,16.95,17.95,18.94,19.93,20.92,21.91,22.9,23.88,24.87,25.85,26.83,27.82,28.8,29.77,30.75,31.73,32.7,33.67,34.64,35.6,36.56,37.52,38.48,39.43,40.38,41.32,42.26,43.2,44.13,45.05,45.97,46.88,47.79,48.68,49.57,50.45,51.31,52.17,53.01,53.84,54.66,55.45,56.23,56.99,57.73,58.44,59.12,59.78,60.4,60.98,61.53,62.04,62.51,62.93,63.31,63.63,63.91,64.15,64.34,64.48,64.6,64.68,64.74,64.77,64.8,64.81,64.82,64.82,64.82,64.82,64.83,64.83,64.83,64.83,64.83,64.83,64.83,64.83,64.83,64.83,64.83,64.83,64.83,64.83,64.83
25,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,6.99,7.99,8.99,9.99,10.98,11.98,12.97,13.97,14.96,15.96,16.95,17.94,18.93,19.92,20.91,21.9,22.89,23.87,24.86,25.84,26.82,27.8,28.78,29.75,30.73,31.7,32.67,33.64,34.6,35.57,36.52,37.48,38.43,39.38,40.32,41.26,42.2,43.13,44.05,44.97,45.88,46.78,47.68,48.56,49.44,50.31,51.16,52.0,52.83,53.64,54.44,55.21,55.97,56.7,57.41,58.09,58.74,59.36,59.94,60.49,61.0,61.46,61.87,62.25,62.57,62.84,63.07,63.26,63.41,63.52,63.6,63.65,63.69,63.71,63.73,63.73,63.74,63.74,63.74,63.74,63.74,63.74,63.74,63.74,63.74,63.74,63.74,63.74,63.74,63.74,63.74,63.74,63.74,63.74
26,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,6.99,7.99,8.99,9.98,10.98,11.98,12.97,13.97,14.96,15.95,16.94,17.93,18.92,19.91,20.9,21.89,22.87,23.86,24.84,25.82,26.8,27.78,28.76,29.73,30.7,31.67,32.64,33.61,34.57,35.53,36.48,37.43,38.38,39.32,40.26,41.2,42.13,43.05,43.96,44.87,45.78,46.67,47.56,48.43,49.3,50.15,50.99,51.82,52.63,53.42,54.19,54.95,55.68,56.38,57.06,57.71,58.32,58.9,59.44,59.95,60.4,60.82,61.18,61.5,61.77,62.0,62.18,62.33,62.44,62.51,62.57,62.6,62.63,62.64,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,5.99,6.99,7.99,8.99,9.98,10.98,11.97,12.97,13.96,14.95,15.95,16.94,17.93,18.92,19.91,20.89,21.88,22.86,23.85,24.83,25.81,26.79,27.76,28.74,29.71,30.68,31.65,32.61,33.57,34.53,35.48,36.44,37.38,38.33,39.26,40.2,41.13,42.05,42.96,43.87,44.77,45.67,46.55,47.42,48.29,49.14,49.98,50.8,51.61,52.4,53.17,53.93,54.65,55.36,56.03,56.68,57.29,57.86,58.4,58.9,59.35,59.76,60.12,60.44,60.71,60.93,61.11,61.25,61.36,61.43,61.49,61.52,61.54,61.55,61.56,61.56,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,5.99,6.99,7.99,8.99,9.98,10.98,11.97,12.97,13.96,14.95,15.94,16.93,17.92,18.91,19.9,20.88,21.87,22.85,23.83,24.81,25.79,26.77,27.74,28.71,29.68,30.65,31.61,32.58,33.53,34.49,35.44,36.39,37.33,38.27,39.2,40.13,41.05,41.96,42.87,43.77,44.66,45.55,46.42,47.28,48.13,48.97,49.79,50.6,51.39,52.16,52.91,53.63,54.33,55.0,55.64,56.25,56.82,57.36,57.85,58.3,58.71,59.06,59.37,59.64,59.86,60.03,60.17,60.28,60.35,60.4,60.44,60.46,60.47,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,5.99,6.99,7.99,8.98,9.98,10.97,11.97,12.96,13.95,14.95,15.94,16.93,17.91,18.9,19.89,20.87,21.85,22.84,23.82,24.8,25.77,26.75,27.72,28.69,29.65,30.62,31.58,32.54,33.49,34.44,35.39,36.33,37.27,38.2,39.13,40.05,40.96,41.87,42.77,43.66,44.54,45.41,46.28,47.12,47.96,48.78,49.59,50.37,51.14,51.89,52.61,53.31,53.98,54.61,55.22,55.79,56.32,56.81,57.25,57.65,58.01,58.31,58.57,58.79,58.96,59.1,59.2,59.27,59.32,59.36,59.38,59.39,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,5.99,6.99,7.99,8.98,9.98,10.97,11.97,12.96,13.95,14.94,15.93,16.92,17.91,18.89,19.88,20.86,21.84,22.82,23.8,24.78,25.75,26.72,27.69,28.66,29.62,30.59,31.54,32.5,33.45,34.39,35.34,36.27,37.2,38.13,39.05,39.96,40.87,41.77,42.66,43.54,44.41,45.27,46.12,46.95,47.77,48.57,49.36,50.13,50.87,51.59,52.28,52.95,53.58,54.18,54.75,55.28,55.76,56.2,56.6,56.95,57.25,57.51,57.72,57.89,58.02,58.12,58.2,58.24,58.28,58.3,58.31,58.31,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,4.99,5.99,6.99,7.99,8.98,9.98,10.97,11.96,12.95,13.94,14.93,15.92,16.91,17.9,18.88,19.87,20.85,21.83,22.81,23.78,24.76,25.73,26.7,27.67,28.63,29.59,30.55,31.5,32.45,33.4,34.34,35.28,36.21,37.13,38.05,38.97,39.87,40.77,41.66,42.54,43.41,44.27,45.11,45.95,46.76,47.56,48.35,49.11,49.85,50.57,51.26,51.92,52.56,53.15,53.71,54.24,54.72,55.16,55.55,55.89,56.19,56.45,56.65,56.82,56.95,57.05,57.12,57.17,57.2,57.22,57.23,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,4.99,5.99,6.99,7.98,8.98,9.97,10.97,11.96,12.95,13.94,14.93,15.92,16.9,17.89,18.87,19.85,20.84,21.81,22.79,23.76,24.74,25.71,26.67,27.64,28.6,29.56,30.51,31.46,32.41,33.35,34.28,35.21,36.14,37.06,37.97,38.88,39.77,40.66,41.54,42.41,43.27,44.11,44.94,45.76,46.56,47.34,48.1,48.84,49.55,50.24,50.9,51.53,52.12,52.68,53.2,53.68,54.11,54.5,54.84,55.13,55.38,55.59,55.75,55.88,55.98,56.05,56.09,56.12,56.14,56.15,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,4.99,5.99,6.99,7.98,8.98,9.97,10.96,11.95,12.95,13.93,14.92,15.91,16.9,17.88,18.86,19.84,20.82,21.8,22.77,23.74,24.71,25.68,26.65,27.61,28.56,29.52,30.47,31.41,32.35,33.29,34.22,35.14,36.06,36.97,37.88,38.78,39.66,40.54,41.41,42.26,43.11,43.94,44.75,45.55,46.33,47.09,47.82,48.54,49.22,49.88,50.5,51.09,51.65,52.16,52.64,53.07,53.45,53.79,54.08,54.32,54.53,54.69,54.81,54.91,54.97,55.02,55.05,55.07,55.08,55.08,55.08,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,4.99,5.99,6.99,7.98,8.97,9.97,10.96,11.95,12.94,13.93,14.92,15.9,16.89,17.87,18.85,19.83,20.81,21.78,22.75,23.72,24.69,25.65,26.61,27.57,28.53,29.48,30.42,31.36,32.3,33.23,34.15,35.07,35.98,36.88,37.78,38.67,39.54,40.41,41.26,42.11,42.93,43.75,44.54,45.32,46.08,46.81,47.52,48.2,48.86,49.48,50.07,50.62,51.13,51.6,52.02,52.4,52.74,53.02,53.26,53.46,53.62,53.74,53.84,53.9,53.95,53.97,53.99,54.0,54.01,54.01,54.01,54.01,54.01,54.01,54.01,54.01,54.01,54.01,54.01,54.01,54.01,54.01,54.01,54.01,54.01,54.01,54.01
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,4.99,5.99,6.98,7.98,8.97,9.96,10.96,11.95,12.94,13.92,14.91,15.89,16.88,17.86,18.84,19.81,20.79,21.76,22.73,23.7,24.66,25.62,26.58,27.54,28.48,29.43,30.37,31.31,32.24,33.16,34.08,34.99,35.89,36.79,37.67,38.55,39.41,40.27,41.11,41.93,42.74,43.54,44.31,45.07,45.8,46.51,47.19,47.84,48.46,49.04,49.59,50.09,50.56,50.98,51.36,51.69,51.97,52.21,52.4,52.56,52.68,52.77,52.83,52.88,52.9,52.92,52.93,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94,52.94
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.99,4.99,5.99,6.98,7.98,8.97,9.96,10.95,11.94,12.93,13.92,14.9,15.88,16.87,17.85,18.82,19.8,20.77,21.74,22.71,23.67,24.63,25.59,26.55,27.49,28.44,29.38,30.32,31.24,32.17,33.09,34.0,34.9,35.79,36.68,37.55,38.42,39.27,40.11,40.93,41.74,42.54,43.31,44.06,44.79,45.5,46.17,46.82,47.44,48.02,48.56,49.06,49.52,49.94,50.31,50.64,50.92,51.15,51.34,51.5,51.61,51.7,51.76,51.81,51.83,51.85,51.86,51.86,51.87,51.87,51.87,51.87,51.87,51.87,51.87,51.87,51.87,51.87,51.87,51.87,51.87,51.87,51.87,51.87,51.87,51.87
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.99,4.99,5.99,6.98,7.97,8.97,9.96,10.95,11.94,12.92,13.91,14.89,15.87,16.85,17.83,18.81,19.78,20.75,21.72,22.68,23.65,24.6,25.56,26.51,27.45,28.39,29.33,30.26,31.18,32.1,33.01,33.91,34.8,35.69,36.56,37.42,38.27,39.11,39.94,40.74,41.53,42.31,43.06,43.78,44.49,45.16,45.81,46.42,46.99,47.53,48.03,48.49,48.9,49.27,49.59,49.87,50.1,50.29,50.44,50.55,50.64,50.7,50.74,50.77,50.78,50.79,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.99,4.99,5.99,6.98,7.97,8.96,9.95,10.94,11.93,12.92,13.9,14.88,15.86,16.84,17.82,18.79,19.76,20.73,21.7,22.66,23.61,24.57,25.52,26.46,27.4,28.34,29.27,30.19,31.11,32.02,32.92,33.81,34.69,35.57,36.43,37.28,38.12,38.94,39.75,40.53,41.3,42.05,42.78,43.48,44.15,44.79,45.4,45.97,46.51,47.0,47.46,47.87,48.23,48.55,48.82,49.05,49.23,49.38,49.49,49.58,49.63,49.67,49.7,49.72,49.73,49.73,49.73,49.73,49.73,49.73,49.73,49.73,49.73,49.73,49.73,49.73,49.73,49.73,49.73,49.73,49.73,49.73,49.73,49.73
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.99,4.99,5.98,6.98,7.97,8.96,9.95,10.94,11.93,12.91,13.89,14.87,15.85,16.83,17.8,18.77,19.74,20.71,21.67,22.63,23.58,24.53,25.48,26.42,27.35,28.28,29.2,30.12,31.03,31.93,32.82,33.7,34.58,35.44,36.29,37.12,37.94,38.75,39.54,40.3,41.05,41.77,42.47,43.14,43.78,44.38,44.95,45.49,45.98,46.43,46.83,47.19,47.5,47.77,48.0,48.18,48.32,48.43,48.52,48.57,48.61,48.64,48.65,48.66,48.67,48.67,48.67,48.67,48.67,48.67,48.67,48.67,48.67,48.67,48.67,48.67,48.67,48.67,48.67,48.67,48.67,48.67,48.67
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.99,4.99,5.98,6.98,7.97,8.96,9.95,10.93,11.92,12.9,13.88,14.86,15.84,16.82,17.79,18.76,19.72,20.68,21.64,22.6,23.55,24.49,25.43,26.37,27.29,28.22,29.13,30.04,30.94,31.83,32.72,33.59,34.45,35.3,36.13,36.95,37.76,38.54,39.31,40.05,40.77,41.47,42.13,42.77,43.37,43.94,44.47,44.95,45.4,45.8,46.15,46.46,46.73,46.95,47.13,47.27,47.38,47.46,47.51,47.55,47.58,47.59,47.6,47.6,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.99,4.99,5.98,6.97,7.96,8.95,9.94,10.93,11.91,12.9,13.88,14.85,15.83,16.8,17.77,18.74,19.7,20.66,21.61,22.56,23.51,24.45,25.38,26.31,27.23,28.15,29.06,29.96,30.85,31.73,32.6,33.46,34.31,35.14,35.96,36.76,37.55,38.31,39.05,39.77,40.46,41.13,41.76,42.36,42.92,43.45,43.93,44.37,44.77,45.12,45.43,45.69,45.9,46.08,46.22,46.33,46.4,46.46,46.5,46.52,46.53,46.54,46.55,46.55,46.55,46.55,46.55,46.55,46.55,46.55,46.55,46.55,46.55,46.55,46.55,46.55,46.55,46.55,46.55,46.55,46.55
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.99,4.99,5.98,6.97,7.96,8.95,9.94,10.92,11.91,12.89,13.86,14.84,15.81,16.78,17.75,18.71,19.67,20.63,21.58,22.52,23.46,24.4,25.33,26.25,27.16,28.07,28.97,29.86,30.75,31.62,32.48,33.32,34.15,34.97,35.77,36.55,37.32,38.06,38.77,39.46,40.12,40.75,41.35,41.91,42.43,42.91,43.35,43.74,44.09,44.39,44.65,44.86,45.03,45.17,45.27,45.35,45.4,45.44,45.46,45.48,45.48,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.99,3.99,4.99,5.98,6.97,7.96,8.95,9.93,10.92,11.9,12.88,13.85,14.83,15.8,16.76,17.73,18.69,19.64,20.59,21.54,22.48,23.42,24.34,25.27,26.18,27.09,27.99,28.88,29.76,30.63,31.49,32.34,33.17,33.98,34.78,35.56,36.32,37.06,37.78,38.46,39.12,39.75,40.34,40.9,41.42,41.89,42.33,42.72,43.06,43.36,43.61,43.82,43.99,44.12,44.23,44.3,44.35,44.39,44.41,44.42,44.43,44.43,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.99,3.99,4.98,5.98,6.97,7.96,8.94,9.93,10.91,11.89,12.87,13.84,14.81,15.78,16.74,17.7,18.66,19.61,20.56,21.5,22.43,23.36,24.29,25.2,26.11,27.01,27.9,28.78,29.65,30.51,31.35,32.18,33.0,33.8,34.58,35.33,36.07,36.78,37.47,38.12,38.75,39.34,39.89,40.4,40.88,41.31,41.69,42.03,42.32,42.57,42.78,42.95,43.08,43.18,43.25,43.3,43.34,43.36,43.37,43.38,43.38,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.99,3.99,4.98,5.97,6.96,7.95,8.94,9.92,10.9,11.88,12.85,13.83,14.8,15.76,16.72,17.68,18.63,19.58,20.52,21.45,22.38,23.31,24.22,25.13,26.03,26.92,27.8,28.67,29.53,30.37,31.2,32.01,32.81,33.59,34.35,35.08,35.79,36.47,37.13,37.75,38.33,38.88,39.39,39.86,40.29,40.67,41.01,41.3,41.54,41.75,41.91,42.04,42.14,42.21,42.26,42.29,42.31,42.32,42.33,42.33,42.34,42.34,42.34,42.34,42.34,42.34,42.34,42.34,42.34,42.34,42.34,42.34,42.34,42.34,42.34,42.34,42.34,42.34
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.99,3.99,4.98,5.97,6.96,7.95,8.93,9.91,10.89,11.87,12.84,13.81,14.78,15.74,16.7,17.65,18.6,19.54,20.47,21.4,22.33,23.24,24.15,25.05,25.94,26.82,27.69,28.55,29.39,30.22,31.03,31.83,32.6,33.36,34.09,34.8,35.48,36.13,36.75,37.33,37.88,38.39,38.85,39.27,39.65,39.98,40.27,40.51,40.71,40.87,41.0,41.1,41.16,41.21,41.25,41.27,41.28,41.28,41.29,41.29,41.29,41.29,41.29,41.29,41.29,41.29,41.29,41.29,41.29,41.29,41.29,41.29,41.29,41.29,41.29,41.29,41.29
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.99,3.99,4.98,5.97,6.96,7.94,8.93,9.91,10.88,11.86,12.83,13.79,14.76,15.71,16.67,17.62,18.56,19.5,20.43,21.35,22.27,23.17,24.07,24.96,25.84,26.71,27.57,28.41,29.24,30.05,30.85,31.62,32.38,33.11,33.81,34.49,35.14,35.76,36.34,36.88,37.38,37.84,38.26,38.64,38.96,39.25,39.48,39.68,39.84,39.96,40.06,40.13,40.17,40.2,40.22,40.24,40.24,40.25,40.25,40.25,40.25,40.25,40.25,40.25,40.25,40.25,40.25,40.25,40.25,40.25,40.25,40.25,40.25,40.25,40.25,40.25
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.99,3.99,4.98,5.97,6.95,7.94,8.92,9.9,10.87,11.84,12.81,13.78,14.73,15.69,16.64,17.58,18.52,19.45,20.37,21.29,22.2,23.1,23.99,24.87,25.74,26.59,27.44,28.26,29.07,29.87,30.64,31.39,32.12,32.83,33.5,34.15,34.76,35.34,35.88,36.38,36.84,37.25,37.62,37.95,38.23,38.46,38.65,38.81,38.93,39.02,39.09,39.14,39.17,39.19,39.2,39.2,39.21,39.21,39.21,39.21,39.21,39.21,39.21,39.21,39.21,39.21,39.21,39.21,39.21,39.21,39.21,39.21,39.21,39.21,39.21
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.99,3.98,4.98,5.96,6.95,7.93,8.91,9.89,10.86,11.83,12.79,13.75,14.71,15.66,16.6,17.54,18.47,19.4,20.32,21.23,22.13,23.02,23.9,24.76,25.62,26.46,27.29,28.1,28.89,29.67,30.42,31.14,31.85,32.52,33.16,33.77,34.35,34.89,35.38,35.84,36.25,36.61,36.93,37.21,37.44,37.63,37.78,37.9,37.99,38.06,38.1,38.13,38.15,38.16,38.17,38.17,38.17,38.17,38.17,38.17,38.17,38.17,38.17,38.17,38.17,38.17,38.17,38.17,38.17,38.17,38.17,38.17,38.17,38.17
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.99,3.98,4.97,5.96,6.95,7.93,8.9,9.88,10.85,11.81,12.78,13.73,14.68,15.63,16.57,17.5,18.43,19.34,20.25,21.15,22.05,22.93,23.79,24.65,25.49,26.32,27.13,27.92,28.69,29.44,30.17,30.87,31.54,32.18,32.79,33.36,33.9,34.39,34.84,35.25,35.61,35.92,36.2,36.42,36.61,36.76,36.88,36.97,37.03,37.07,37.1,37.12,37.13,37.14,37.14,37.14,37.14,37.14,37.14,37.14,37.14,37.14,37.14,37.14,37.14,37.14,37.14,37.14,37.14,37.14,37.14,37.14,37.14
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.99,3.98,4.97,5.96,6.94,7.92,8.9,9.87,10.83,11.8,12.75,13.71,14.65,15.59,16.53,17.45,18.37,19.28,20.19,21.08,21.96,22.83,23.68,24.52,25.35,26.16,26.95,27.72,28.47,29.19,29.89,30.56,31.2,31.81,32.38,32.91,33.4,33.85,34.25,34.61,34.92,35.19,35.41,35.6,35.74,35.86,35.94,36.01,36.05,36.08,36.09,36.1,36.11,36.11,36.11,36.12,36.12,36.12,36.12,36.12,36.12,36.12,36.12,36.12,36.12,36.12,36.12,36.12,36.12,36.12,36.12,36.12
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.99,3.98,4.97,5.95,6.93,7.91,8.89,9.85,10.82,11.78,12.73,13.68,14.62,15.56,16.48,17.4,18.32,19.22,20.11,20.99,21.86,22.72,23.56,24.38,25.19,25.98,26.75,27.5,28.22,28.92,29.59,30.23,30.83,31.4,31.92,32.41,32.86,33.26,33.61,33.92,34.18,34.41,34.59,34.73,34.84,34.93,34.99,35.03,35.06,35.07,35.08,35.09,35.09,35.09,35.09,35.09,35.09,35.09,35.09,35.09,35.09,35.09,35.09,35.09,35.09,35.09,35.09,35.09,35.09,35.09,35.09
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.99,3.98,4.97,5.95,6.93,7.9,8.87,9.84,10.8,11.76,12.71,13.65,14.59,15.52,16.44,17.35,18.25,19.15,20.03,20.9,21.75,22.59,23.42,24.23,25.02,25.79,26.54,27.26,27.95,28.62,29.26,29.86,30.42,30.95,31.43,31.87,32.27,32.62,32.92,33.18,33.4,33.58,33.72,33.83,33.92,33.97,34.01,34.04,34.06,34.07,34.07,34.07,34.08,34.08,34.08,34.08,34.08,34.08,34.08,34.08,34.08,34.08,34.08,34.08,34.08,34.08,34.08,34.08,34.08,34.08
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.99,2.99,3.98,4.96,5.94,6.92,7.89,8.86,9.83,10.78,11.73,12.68,13.62,14.55,15.47,16.38,17.29,18.18,19.07,19.94,20.79,21.64,22.46,23.27,24.06,24.83,25.58,26.3,26.99,27.66,28.29,28.89,29.45,29.97,30.45,30.89,31.28,31.63,31.93,32.19,32.41,32.58,32.72,32.83,32.91,32.97,33.0,33.03,33.05,33.06,33.06,33.06,33.07,33.07,33.07,33.07,33.07,33.07,33.07,33.07,33.07,33.07,33.07,33.07,33.07,33.07,33.07,33.07,33.07,33.07
