age,-2.0,-1.75,-1.5,-1.0,-0.75,-0.5,-0.25,0.0,0.5,1.0,1.5,2.0,2.5,3.0
16,90.21,83.58,77.56,67.11,62.58,58.44,54.66,51.21,45.16,40.07,35.76,32.11,28.99,26.31
17,87.4,81.11,75.39,65.44,61.1,57.15,53.53,50.21,44.38,39.46,35.29,31.74,28.7,26.09
18,84.65,78.69,73.26,63.78,59.65,55.86,52.39,49.21,43.6,38.85,34.81,31.36,28.4,25.85
19,81.96,76.32,71.17,62.15,58.2,54.58,51.26,48.2,42.81,38.23,34.33,30.98,28.1,25.61
20,79.32,73.99,69.1,60.52,56.76,53.31,50.13,47.2,42.02,37.61,33.84,30.59,27.79,25.37
21,76.74,71.69,67.07,58.92,55.34,52.04,49.0,46.2,41.23,36.98,33.34,30.19,27.48,25.12
22,74.21,69.44,65.06,57.33,53.92,50.78,47.88,45.2,40.43,36.35,32.83,29.79,27.15,24.86
23,71.73,67.23,63.09,55.76,52.52,49.53,46.76,44.2,39.63,35.71,32.31,29.37,26.82,24.59
24,69.3,65.06,61.15,54.21,51.13,48.28,45.64,43.2,38.83,35.06,31.79,28.95,26.48,24.31
25,66.92,62.92,59.23,52.67,49.75,47.04,44.53,42.2,38.02,34.4,31.26,28.52,26.13,24.03
26,64.59,60.83,57.35,51.14,48.38,45.81,43.42,41.2,37.21,33.74,30.72,28.08,25.77,23.73
27,62.3,58.77,55.5,49.64,47.02,44.58,42.31,40.2,36.39,33.08,30.18,27.64,25.4,23.43
28,60.07,56.75,53.67,48.15,45.67,43.36,41.21,39.2,35.57,32.4,29.63,27.18,25.03,23.12
29,57.87,54.77,51.87,46.67,44.33,42.15,40.11,38.2,34.75,31.73,29.06,26.72,24.64,22.8
30,55.73,52.82,50.11,45.21,43.0,40.94,39.01,37.2,33.93,31.04,28.5,26.25,24.25,22.48
31,53.63,50.91,48.37,43.77,41.69,39.74,37.92,36.21,33.1,30.35,27.92,25.77,23.85,22.14
32,51.57,49.03,46.65,42.34,40.39,38.55,36.83,35.21,32.26,29.65,27.34,25.28,23.44,21.79
33,49.56,47.19,44.97,40.93,39.09,37.37,35.75,34.22,31.43,28.95,26.75,24.78,23.02,21.44
34,47.58,45.38,43.31,39.53,37.81,36.19,34.67,33.23,30.59,28.24,26.15,24.27,22.59,21.07
35,45.65,43.6,41.68,38.15,36.54,35.02,33.59,32.24,29.75,27.53,25.54,23.75,22.15,20.7
36,43.76,41.86,40.07,36.79,35.28,33.86,32.52,31.24,28.91,26.81,24.92,23.23,21.69,20.31
37,41.91,40.15,38.49,35.43,34.03,32.7,31.45,30.26,28.06,26.08,24.3,22.69,21.23,19.91
38,40.09,38.47,36.93,34.1,32.79,31.55,30.38,29.27,27.21,25.35,23.67,22.14,20.76,19.5
39,38.32,36.82,35.4,32.78,31.56,30.41,29.32,28.28,26.35,24.61,23.02,21.59,20.28,19.08
40,36.58,35.2,33.89,31.47,30.35,29.28,28.26,27.29,25.5,23.86,22.37,21.02,19.78,18.65
41,34.88,33.61,32.41,30.18,29.14,28.15,27.21,26.31,24.64,23.11,21.72,20.44,19.28,18.21
42,33.21,32.05,30.95,28.9,27.94,27.03,26.16,25.33,23.77,22.35,21.05,19.86,18.76,17.75
43,31.58,30.52,29.51,27.63,26.76,25.92,25.11,24.34,22.9,21.58,20.37,19.26,18.23,17.28
44,29.98,29.02,28.1,26.38,25.58,24.81,24.07,23.36,22.03,20.81,19.69,18.65,17.69,16.8
45,28.41,27.54,26.71,25.15,24.41,23.71,23.03,22.38,21.16,20.03,18.99,18.03,17.14,16.31
46,26.88,26.09,25.34,23.92,23.26,22.61,22.0,21.4,20.28,19.25,18.29,17.4,16.57,15.8
47,25.38,24.67,23.99,22.71,22.11,21.53,20.97,20.43,19.41,18.46,17.57,16.75,15.99,15.27
48,23.91,23.28,22.67,21.52,20.97,20.45,19.94,19.45,18.52,17.66,16.85,16.1,15.39,14.74
