age,-2.0,-1.75,-1.5,-1.0,-0.75,-0.5,-0.25,0.0,0.5,1.0,1.5,2.0,2.5,3.0
16,95.65,88.33,81.71,70.29,65.35,60.87,56.79,53.08,46.59,41.17,36.61,32.76,29.49,26.7
17,92.73,85.78,79.48,68.58,63.86,59.56,55.65,52.07,45.82,40.57,36.15,32.41,29.22,26.49
18,89.87,83.28,77.29,66.89,62.38,58.26,54.5,51.07,45.04,39.97,35.68,32.04,28.93,26.27
19,87.07,80.82,75.13,65.22,60.91,56.97,53.37,50.07,44.26,39.37,35.21,31.67,28.64,26.04
20,84.33,78.4,73.0,63.57,59.45,55.68,52.23,49.06,43.48,38.75,34.73,31.3,28.35,25.81
21,81.64,76.03,70.9,61.93,58.0,54.4,51.1,48.06,42.69,38.13,34.24,30.91,28.04,25.57
22,79.01,73.7,68.84,60.31,56.57,53.13,49.97,47.06,41.9,37.51,33.75,30.52,27.73,25.32
23,76.43,71.41,66.81,58.71,55.14,51.86,48.84,46.05,41.11,36.88,33.25,30.12,27.41,25.06
24,73.9,69.16,64.81,57.12,53.73,50.6,47.72,45.05,40.31,36.24,32.74,29.71,27.09,24.8
25,71.43,66.95,62.84,55.55,52.33,49.35,46.6,44.05,39.51,35.6,32.22,29.3,26.75,24.53
26,69.0,64.78,60.9,54.0,50.93,48.1,45.48,43.05,38.7,34.95,31.7,28.87,26.41,24.25
27,66.62,62.65,58.99,52.46,49.55,46.86,44.36,42.05,37.89,34.29,31.17,28.44,26.06,23.97
28,64.3,60.56,57.11,50.94,48.18,45.63,43.25,41.05,37.08,33.63,30.63,28.0,25.7,23.67
29,62.02,58.51,55.26,49.43,46.83,44.4,42.15,40.05,36.26,32.97,30.08,27.56,25.33,23.37
30,59.79,56.49,53.43,47.94,45.48,43.19,41.05,39.05,35.45,32.29,29.53,27.1,24.96,23.06
31,57.6,54.52,51.64,46.47,44.15,41.98,39.95,38.05,34.62,31.61,28.97,26.64,24.57,22.74
32,55.47,52.57,49.88,45.02,42.82,40.77,38.85,37.06,33.8,30.93,28.4,26.16,24.18,22.41
33,53.37,50.67,48.14,43.58,41.51,39.58,37.76,36.06,32.97,30.24,27.82,25.68,23.78,22.08
34,51.32,48.8,46.44,42.15,40.21,38.39,36.68,35.07,32.14,29.54,27.24,25.19,23.36,21.73
35,49.31,46.96,44.75,40.74,38.92,37.21,35.59,34.08,31.3,28.84,26.65,24.69,22.94,21.37
36,47.34,45.16,43.1,39.35,37.64,36.03,34.51,33.09,30.47,28.13,26.05,24.18,22.51,21.0
37,45.42,43.39,41.47,37.97,36.37,34.86,33.44,32.1,29.63,27.42,25.44,23.67,22.07,20.63
38,43.53,41.65,39.87,36.61,35.12,33.7,32.37,31.11,28.78,26.7,24.82,23.14,21.62,20.24
39,41.69,39.94,38.29,35.26,33.87,32.55,31.3,30.12,27.94,25.97,24.2,22.6,21.15,19.84
40,39.88,38.27,36.74,33.93,32.63,31.4,30.24,29.13,27.09,25.24,23.57,22.06,20.68,19.43
41,38.11,36.63,35.22,32.61,31.41,30.27,29.18,28.15,26.23,24.5,22.93,21.5,20.2,19.01
42,36.38,35.01,33.72,31.31,30.19,29.13,28.13,27.16,25.38,23.76,22.28,20.93,19.7,18.58
43,34.68,33.43,32.24,30.02,28.99,28.01,27.07,26.18,24.52,23.0,21.62,20.36,19.2,18.14
44,33.02,31.88,30.78,28.75,27.8,26.89,26.03,25.2,23.66,22.25,20.95,19.77,18.68,17.68
45,31.4,30.35,29.35,27.49,26.61,25.78,24.98,24.22,22.79,21.48,20.28,19.17,18.15,17.21
46,29.81,28.85,27.94,26.24,25.44,24.68,23.95,23.24,21.92,20.71,19.59,18.56,17.61,16.73
47,28.25,27.39,26.56,25.01,24.28,23.58,22.91,22.27,21.05,19.93,18.9,17.94,17.06,16.24
48,26.72,25.94,25.2,23.79,23.13,22.49,21.88,21.29,20.18,19.15,18.2,17.31,16.49,15.73
49,25.23,24.53,23.86,22.59,21.99,21.41,20.85,20.32,19.3,18.36,17.49,16.67,15.91,15.2
50,23.77,23.14,22.54,21.39,20.85,20.33,19.83,19.34,18.42,17.57,16.77,16.02,15.32,14.67
51,22.34,21.78,21.24,20.22,19.73,19.26,18.81,18.37,17.54,16.76,16.04,15.35,14.71,14.11
52,20.94,20.44,19.96,19.05,18.62,18.2,17.8,17.4,16.66,15.95,15.3,14.68,14.1,13.55
53,19.57,19.13,18.71,17.9,17.52,17.15,16.79,16.44,15.77,15.14,14.55,13.99,13.46,12.97
54,18.22,17.84,17.47,16.77,16.43,16.1,15.78,15.47,14.88,14.32,13.79,13.29,12.82,12.37
55,16.91,16.58,16.26,15.64,15.35,15.06,14.78,14.51,13.98,13.49,13.02,12.58,12.15,11.75
56,15.62,15.34,15.06,14.53,14.27,14.02,13.78,13.54,13.09,12.65,12.24,11.85,11.48,11.12
57,14.36,14.12,13.89,13.43,13.21,13.0,12.79,12.58,12.19,11.81,11.45,11.11,10.79,10.47
58,13.13,12.93,12.73,12.34,12.16,11.97,11.8,11.62,11.29,10.96,10.65,10.36,10.08,9.81
59,11.92,11.75,11.59,11.27,11.11,10.96,10.81,10.66,10.38,10.11,9.84,9.59,9.35,9.12
60,10.74,10.6,10.47,10.2,10.07,9.95,9.82,9.7,9.47,9.24,9.02,8.81,8.61,8.42
61,9.58,9.47,9.36,9.15,9.04,8.94,8.84,8.74,8.55,8.37,8.19,8.02,7.85,7.69
62,8.44,8.36,8.27,8.1,8.02,7.94,7.86,7.79,7.63,7.49,7.34,7.21,7.07,6.94
63,7.33,7.26,7.2,7.07,7.01,6.95,6.88,6.83,6.71,6.6,6.49,6.38,6.27,6.17
64,6.23,6.18,6.13,6.04,6.0,5.95,5.91,5.86,5.78,5.69,5.61,5.53,5.45,5.38
65,5.15,5.12,5.09,5.02,4.99,4.96,4.93,4.9,4.84,4.78,4.72,4.67,4.61,4.56
66,4.09,4.07,4.05,4.01,3.99,3.97,3.95,3.93,3.89,3.85,3.82,3.78,3.74,3.71
67,3.05,3.04,3.03,3.0,2.99,2.98,2.97,2.96,2.94,2.91,2.89,2.87,2.85,2.83
68,2.02,2.02,2.01,2.0,1.99,1.99,1.99,1.98,1.97,1.96,1.95,1.94,1.93,1.92
69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.99,0.99,0.99,0.98,0.98,0.98
