age,-2.0,-1.75,-1.5,-1.0,-0.75,-0.5,-0.25,0.0,0.5,1.0,1.5,2.0,2.5,3.0
16,121.96,110.93,101.12,84.62,77.68,71.47,65.91,60.92,52.4,45.48,39.81,35.13,31.25,28.01
17,118.45,107.92,98.55,82.73,76.06,70.08,64.71,59.89,51.64,44.91,39.39,34.82,31.02,27.83
18,115.01,104.97,96.02,80.86,74.45,68.7,63.52,58.87,50.88,44.34,38.96,34.5,30.77,27.64
19,111.65,102.08,93.53,79.02,72.86,67.32,62.34,57.84,50.11,43.77,38.53,34.17,30.52,27.46
20,108.36,99.25,91.09,77.2,71.29,65.96,61.16,56.82,49.35,43.19,38.09,33.84,30.27,27.26
21,105.14,96.47,88.68,75.4,69.73,64.61,59.99,55.81,48.58,42.61,37.65,33.5,30.01,27.06
22,101.99,93.74,86.32,73.61,68.18,63.27,58.82,54.79,47.81,42.02,37.2,33.16,29.75,26.86
23,98.91,91.06,83.99,71.85,66.64,61.93,57.65,53.77,47.03,41.43,36.74,32.81,29.48,26.65
24,95.89,88.43,81.7,70.11,65.12,60.6,56.49,52.76,46.25,40.83,36.28,32.45,29.2,26.44
25,92.93,85.84,79.44,68.38,63.61,59.28,55.33,51.74,45.47,40.22,35.81,32.08,28.92,26.21
26,90.03,83.31,77.22,66.68,62.11,57.96,54.18,50.72,44.68,39.61,35.34,31.71,28.63,25.98
27,87.19,80.82,75.03,64.99,60.63,56.65,53.03,49.71,43.89,39.0,34.85,31.33,28.33,25.75
28,84.41,78.37,72.88,63.32,59.16,55.36,51.88,48.7,43.1,38.37,34.37,30.95,28.02,25.51
29,81.69,75.97,70.76,61.67,57.7,54.06,50.74,47.68,42.3,37.75,33.87,30.56,27.71,25.26
30,79.03,73.62,68.68,60.03,56.25,52.78,49.6,46.67,41.51,37.12,33.37,30.16,27.39,25.0
31,76.43,71.32,66.64,58.42,54.82,51.51,48.47,45.67,40.71,36.48,32.86,29.75,27.07,24.74
32,73.89,69.05,64.62,56.83,53.4,50.24,47.34,44.66,39.9,35.84,32.35,29.34,26.74,24.47
33,71.4,66.83,62.65,55.25,51.99,48.99,46.22,43.66,39.1,35.19,31.83,28.92,26.4,24.2
34,68.96,64.66,60.7,53.7,50.6,47.74,45.1,42.65,38.29,34.54,31.3,28.49,26.05,23.91
35,66.58,62.52,58.79,52.16,49.22,46.5,43.99,41.66,37.49,33.89,30.77,28.06,25.69,23.62
36,64.24,60.43,56.91,50.64,47.86,45.28,42.88,40.66,36.68,33.23,30.23,27.62,25.33,23.33
37,61.96,58.38,55.06,49.14,46.51,44.06,41.78,39.66,35.86,32.56,29.69,27.17,24.96,23.02
38,59.74,56.37,53.25,47.66,45.17,42.85,40.69,38.67,35.05,31.89,29.13,26.72,24.59,22.71
39,57.56,54.4,51.46,46.2,43.84,41.65,39.6,37.69,34.24,31.22,28.58,26.25,24.2,22.39
40,55.43,52.47,49.71,44.76,42.53,40.46,38.52,36.7,33.42,30.55,28.02,25.79,23.81,22.06
41,53.35,50.58,47.99,43.34,41.24,39.27,37.44,35.72,32.61,29.87,27.45,25.31,23.41,21.73
42,51.31,48.72,46.3,41.93,39.95,38.1,36.37,34.74,31.79,29.18,26.87,24.83,23.01,21.38
43,49.32,46.9,44.64,40.54,38.68,36.94,35.31,33.77,30.97,28.49,26.29,24.34,22.59,21.03
44,47.38,45.12,43.01,39.17,37.43,35.79,34.25,32.8,30.15,27.8,25.71,23.84,22.17,20.67
45,45.48,43.38,41.41,37.82,36.18,34.65,33.2,31.83,29.33,27.1,25.11,23.33,21.74,20.3
46,43.61,41.67,39.83,36.48,34.95,33.51,32.15,30.87,28.51,26.4,24.51,22.82,21.3,19.92
47,41.79,39.99,38.28,35.16,33.73,32.38,31.11,29.9,27.68,25.69,23.91,22.3,20.85,19.54
48,40.01,38.34,36.76,33.86,32.53,31.26,30.07,28.94,26.86,24.98,23.29,21.77,20.39,19.14
49,38.27,36.73,35.26,32.57,31.33,30.15,29.04,27.98,26.03,24.27,22.67,21.23,19.92,18.73
50,36.57,35.14,33.79,31.3,30.15,29.05,28.01,27.03,25.2,23.54,22.04,20.68,19.44,18.31
